34.52,34.7,4110500,1.6033,10109.87012,152000,3119.69995,1768210000,82.065,1.3328,1419.04004,3572010000,34.31
33.98,34.31,2879500,1.5908,10050.38965,112400,3113.57007,1804950000,82.87,1.3229,1413.38,3822090000,33.46
33.17,33.46,4357800,1.5889,9819.99023,147800,3068.09009,1813150000,82.48,1.3139,1398.95996,3938290000,33.59
33.02,33.59,3987700,1.5822,9767.61035,165200,3080.5,1548040000,82.427,1.3064,1398.07996,3303740000,33.22
33.15,33.22,3478300,1.5877,9688.4502,118400,3047.08008,1371140000,81.559,1.3088,1382.19995,3468980000,32.61
32.97,32.61,5460200,1.5904,9546.25977,111600,2991.21997,1953600000,81.6,1.3117,1358.58997,4631730000,33.01
33.02,33.01,3586400,1.5869,9538.01953,134800,3016.45996,1540890000,80.68,1.3076,1368.70996,3743040000,33.55
33.4,33.55,3053400,1.5902,9458.74023,155800,3055.55005,1480340000,80.901,1.3102,1387.56995,3618280000,33.18
33.22,33.18,2784700,1.5966,9524.79004,134800,3011.33008,1483850000,80.75,1.3187,1370.26001,3631160000,32.85
33.13,32.85,3281300,1.5843,9637.99023,171400,2988.3999,1594320000,81.073,1.3072,1369.56995,3574780000,33.84
33.58,33.84,4049900,1.5897,9470.63965,113000,3042.82007,1555070000,80.472,1.3138,1390.78003,3456200000,33.39
33.2,33.39,2369000,1.5935,9464.70996,109200,3031.44995,1599470000,80.9,1.313,1385.14001,3463140000,32.9
32.92,32.9,3452900,1.6021,9667.25977,116800,3007.56006,1991120000,81.244,1.3114,1376.92004,4180020000,33.06
32.84,33.06,3970600,1.6054,9588.37988,118800,3000.44995,1935880000,81.53,1.3134,1378.53003,3833320000,32.62
32.66,32.62,3580700,1.6133,9561.36035,109800,2970.44995,1767360000,81.543,1.3215,1366.93994,3654860000,32.4
32.64,32.4,4756700,1.613,9542.16992,101600,2961.6001,1690840000,81.14,1.3154,1371.96997,3617100000,33.13
32.99,33.13,3742100,1.6135,9468.04004,106400,3029.62988,1721330000,81.31,1.3182,1390.68994,3998430000,33.26
33.38,33.26,2999500,1.6165,9561.00977,97400,3050.61011,1763510000,81.33,1.3214,1399.97998,4034700000,33.58
33.46,33.58,3277600,1.6196,9561.83008,104800,3069.19995,1777750000,80.996,1.324,1403.35999,3645830000,33.55
33.59,33.55,2678900,1.6263,9520.88965,165600,3046.36011,1633170000,80.369,1.3247,1397.91003,3574010000,33.77
33.63,33.77,2578700,1.623,9350.9502,118000,3050.43994,1854230000,79.81,1.3236,1405.81995,3807950000,33.76
33.77,33.76,1612300,1.6221,9380.25,94600,3059.8501,1825190000,80.178,1.3235,1402.31006,3803860000,33.32
32.99,33.32,2670300,1.6192,9119.13965,133000,3024.30005,1869130000,80.132,1.3156,1391.56995,4004910000,32.61
32.48,32.61,2991800,1.618,9181.65039,112400,2956.34009,1944010000,80.24,1.315,1369.09998,3975140000,32.52
32.29,32.52,3323000,1.615,9045.05957,131600,2957.76001,1740430000,79.84,1.3089,1369.57996,3559390000,32.67
32.29,32.67,3592100,1.6189,9009.65039,141600,2946.27002,2175840000,79.948,1.3058,1363.71997,4261670000,32.52
32.73,32.52,4057300,1.6159,8953.30957,143400,2934.70996,2047090000,79.829,1.3016,1354.57996,4288540000,31.92
