627.30005,618.62994,149587900,1.6033,10109.87012,152000,3119.69995,1768210000,82.065,1.3328,1419.04004,3572010000,629.32007
624.35004,629.32007,208639900,1.5908,10050.38965,112400,3113.57007,1804950000,82.87,1.3229,1413.38,3822090000,624.31
626.97998,624.31,143245200,1.5889,9819.99023,147800,3068.09009,1813150000,82.48,1.3139,1398.95996,3938290000,633.67999
626.13,633.67999,160324500,1.5822,9767.61035,165200,3080.5,1548040000,82.427,1.3064,1398.07996,3303740000,636.22998
639.92999,636.22998,149384200,1.5877,9688.4502,118400,3047.08008,1371140000,81.559,1.3088,1382.19995,3468980000,628.43994
636.19995,628.43994,222431300,1.5904,9546.25977,111600,2991.21997,1953600000,81.6,1.3117,1358.58997,4631730000,626.19995
625,626.19995,174153700,1.5869,9538.01953,134800,3016.45996,1540890000,80.68,1.3076,1368.70996,3743040000,622.76996
624.10999,622.76996,153584200,1.5902,9458.74023,155800,3055.55005,1480340000,80.901,1.3102,1387.56995,3618280000,605.23004
610.06,605.23004,214911200,1.5966,9524.79004,134800,3011.33008,1483850000,80.75,1.3187,1370.26001,3631160000,580.12994
578.94,580.12994,262696700,1.5843,9637.99023,171400,2988.3999,1594320000,81.073,1.3072,1369.56995,3574780000,609.70001
613.72003,609.70001,256382000,1.5897,9470.63965,113000,3042.82007,1555070000,80.472,1.3138,1390.78003,3456200000,608.33997
600.21997,608.33997,238632800,1.5935,9464.70996,109200,3031.44995,1599470000,80.9,1.313,1385.14001,3463140000,587.44
591.38,587.44,208679800,1.6021,9667.25977,116800,3007.56006,1991120000,81.244,1.3114,1376.92004,4180020000,572.97998
570.60999,572.97998,257746300,1.6054,9588.37988,118800,3000.44995,1935880000,81.53,1.3134,1378.53003,3833320000,571.70001
562.61005,571.70001,241632300,1.6133,9561.36035,109800,2970.44995,1767360000,81.543,1.3215,1366.93994,3654860000,560.28003
615.64001,560.28003,269037300,1.613,9542.16992,101600,2961.6001,1690840000,81.14,1.3154,1371.96997,3617100000,610
614.27002,610,226444400,1.6135,9468.04004,106400,3029.62988,1721330000,81.31,1.3182,1390.68994,3998430000,607.70007
605.06995,607.70007,134017100,1.6165,9561.00977,97400,3050.61011,1763510000,81.33,1.3214,1399.97998,4034700000,603
597.79999,603,101680600,1.6196,9561.83008,104800,3069.19995,1777750000,80.996,1.324,1403.35999,3645830000,583.97998
584.89996,583.97998,126536200,1.6263,9520.88965,165600,3046.36011,1633170000,80.369,1.3247,1397.91003,3574010000,582.13
580.24005,582.13,152749800,1.623,9350.9502,118000,3050.43994,1854230000,79.81,1.3236,1405.81995,3807950000,585.98004
590.5,585.98004,106847300,1.6221,9380.25,94600,3059.8501,1825190000,80.178,1.3235,1402.31006,3803860000,581.82001
577.08002,581.82001,97637400,1.6192,9119.13965,133000,3024.30005,1869130000,80.132,1.3156,1391.56995,4004910000,565.25
561.5,565.25,132498100,1.618,9181.65039,112400,2956.34009,1944010000,80.24,1.315,1369.09998,3975140000,569.47998
569.57996,569.47998,115029600,1.615,9045.05957,131600,2957.76001,1740430000,79.84,1.3089,1369.57996,3559390000,568.17999
563.70001,568.17999,124313000,1.6189,9009.65039,141600,2946.27002,2175840000,79.948,1.3058,1363.71997,4261670000,569.18005
574.58002,569.18005,120176000,1.6159,8953.30957,143400,2934.70996,2047090000,79.829,1.3016,1354.57996,4288540000,570.52002
565,570.52002,83300000,1.6141,8973.83984,112800,2933.63989,2004150000,79.63,1.2942,1357.98999,3727990000,566.71002
562.57001,566.71002,99886500,1.615,8900.74023,145000,2933.82007,1735380000,79.98,1.2946,1353.39001,3869070000,558.21997
561.44995,558.21997,88156600,1.6073,8801.16992,145400,2902.58008,1683460000,79.891,1.2922,1338.34998,3688120000,553.17004
554.04999,553.17004,119084000,1.6097,8876.58984,160200,2893.76001,1826210000,79.85,1.2839,1330.66003,4114040000,546.08002
545.31,546.08002,140224000,1.5994,8611.30957,155000,2874.04004,1933900000,80.231,1.2728,1324.80005,4280420000,530.12
533.95996,530.12,179305000,1.5915,8633.88965,110800,2813.68994,2016980000,80.21,1.2723,1304.85999,4664280000,530.38
534.5,530.38,183073100,1.5799,8729.29004,111000,2778.79004,2692450000,79.263,1.27,1295.21997,4512470000,561.28003
569.55005,561.28003,157776500,1.5822,8556.59961,142800,2847.20996,1870420000,79.029,1.2773,1315.98999,3786750000,556.96997
557.5,556.96997,173717600,1.584,8563.37988,134200,2839.08008,1861850000,79.279,1.2816,1316.63,4123680000,570.56
575.87,570.56,146224400,1.5749,8580.38965,113600,2850.12012,1929640000,79.923,1.2676,1318.85999,4108330000,565.32001
564.58997,565.32001,124057500,1.5702,8593.15039,97000,2839.37988,1750290000,79.489,1.2584,1320.68005,3937670000,562.28998
570.89996,562.28998,82126800,1.5664,8657.08008,129600,2837.53003,1282680000,79.61,1.2533,1317.81995,2872660000,572.27002
569.20007,572.27002,95127200,1.5657,8633.19043,119000,2870.98999,221430000,79.64,1.2518,1332.42004,3441640000,579.16998
580.73999,579.16998,132357400,1.5684,8542.73047,162800,2837.36011,1671040000,79.447,1.2543,1313.31995,3534290000,577.73004
569.15997,577.73004,122918600,1.5641,8440.25,125200,2827.34009,2180130000,79.512,1.2493,1310.32996,4557620000,560.99005
561.5,560.99005,130246900,1.5485,8295.62988,126800,2747.47998,1966370000,79.04,1.2373,1278.04004,4669350000,564.29004
561.27002,564.29004,139248900,1.5422,8382,137000,2760.01001,1755750000,78.38,1.2375,1278.18005,4011960000,562.83002
567.77002,562.83002,97053600,1.5358,8533.53027,160200,2778.11011,1625600000,78.125,1.2408,1285.5,3403230000,571.45996
577.29004,571.45996,100363900,1.5387,8639.71973,127400,2844.71997,1761050000,78.36,1.2496,1315.13,4268360000,571.72003
571.59998,571.72003,94941700,1.5373,8459.25977,182800,2831.02002,1655370000,78.756,1.2446,1314.98999,4258140000,580.32007
587.71997,580.32007,86879100,1.5497,8624.90039,108800,2858.41992,1390260000,79.239,1.2572,1325.66003,3497190000,571.16998
574.45996,571.16998,147816200,1.5539,8536.71973,113200,2809.72998,1480220000,79.659,1.2582,1308.93005,3537530000,576.15997
574.52002,576.15997,108845100,1.5467,8587.83984,101600,2843.07007,1594310000,79.353,1.2501,1324.18005,3442920000,572.15997
571.23999,572.15997,73395000,1.5487,8568.88965,101600,2818.61011,1602080000,79.459,1.2483,1314.88,3506510000,571.52997
