Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,19592.42969,19607.25,19206.99023,19206.99023,151600,19206.99023
2015-03-30,19295.21094,19474.07031,19227.28906,19411.40039,132200,19411.40039
2015-03-27,19374.7207,19590.0293,19099.86914,19285.63086,173000,19285.63086
2015-03-26,19605.59961,19623.10938,19397.00977,19471.11914,150200,19471.11914
2015-03-25,19745.75,19775.44922,19542.2207,19746.19922,140700,19746.19922
2015-03-24,19718.99023,19770.64062,19646.34961,19713.44922,137600,19713.44922
2015-03-23,19479.71094,19565.43945,19416.63086,19560.2207,133400,19560.2207
2015-03-20,19479.71094,19565.43945,19416.63086,19560.2207,133400,19560.2207
2015-03-19,19514.64062,19557.16992,19312.69922,19476.56055,146600,19476.56055
2015-03-18,19407.75977,19555.7207,19389.24023,19544.48047,130400,19544.48047
2015-03-17,19425.89062,19479.89062,19373.39062,19437.00,127800,19437.00
2015-03-16,19245.38086,19349.19922,19226.71094,19246.06055,125100,19246.06055
2015-03-13,19119.58008,19335.80078,19042.25,19254.25,221000,19254.25
2015-03-12,18787.09961,19008.13086,18774.41992,18991.10938,145200,18991.10938
2015-03-11,18604.86914,18836.92969,18583.51953,18723.51953,000,18723.51953
2015-03-10,18891.00977,18924.38086,18577.06055,18665.10938,143900,18665.10938
2015-03-09,18872.96094,18878.15039,18733.86914,18790.55078,118000,18790.55078
2015-03-06,18814.84961,18979.64062,18808.30078,18971.00,142700,18971.00
2015-03-05,18658.16016,18767.50,18655.35938,18751.83984,118200,18751.83984
2015-03-04,18716.7793,18732.66016,18586.83984,18703.59961,139000,18703.59961
2015-03-03,18910.51953,18910.51953,18730.57031,18815.16016,150200,18815.16016
2015-03-02,18869.40039,18939.16992,18775.23047,18826.88086,130800,18826.88086
2015-02-27,18844.2793,18865.39062,18714.64062,18797.93945,169500,18797.93945
2015-02-26,18587.86914,18790.83008,18587.13086,18785.78906,000,18785.78906
2015-02-25,18636.33984,18648.76953,18552.81055,18585.19922,134900,18585.19922
2015-02-24,18468.39062,18603.48047,18427.98047,18603.48047,140800,18603.48047
2015-02-23,18499.58008,18509.08008,18402.01953,18466.91992,152800,18466.91992
2015-02-20,18336.50,18360.91992,18297.66992,18332.30078,141900,18332.30078
2015-02-19,18237.34961,18322.50,18237.34961,18264.78906,168900,18264.78906
