542.38,541.65002,50190000,1.6631,14791.99023,139200,4268.04004,2153130000,103.679,1.3793,1885.52002,3336190000
541.39001,542.54999,45105200,1.6622,14946.32031,162400,4276.45996,2187100000,103.837,1.3762,1890.90002,3131660000
539.80994,538.79004,40586000,1.6594,15071.87988,134400,4237.74023,2067370000,103.94,1.3715,1888.77002,3055600000
528.02002,531.82001,68812800,1.6579,15063.76953,97100,4127.72998,2621270000,103.24,1.3705,1865.08997,3583750000
525.18994,523.47003,72462600,1.6608,14808.84961,112800,4079.75,2554680000,103.15,1.3743,1845.04004,3801540000
522.64001,523.43994,60972100,1.6745,14606.87988,130400,4112.99023,2198900000,101.694,1.3794,1851.95996,3721450000
530.68005,530.32001,51542400,1.6789,14299.69043,162500,4183.8999,1957560000,101.974,1.3851,1872.18005,3308650000
519,523.48004,59913000,1.6778,14300.12012,128900,4054.11011,2421210000,101.485,1.3887,1833.07996,3758780000
521.89996,519.61005,67929400,1.6737,13960.0498,174700,3999.72998,2264480000,101.62,1.3882,1815.68994,3743460000
520.27002,521.67999,51418500,1.6728,13910.16016,121100,4022.68994,1890480000,101.743,1.382,1830.60999,3111540000
518.04999,517.96008,66622500,1.6723,13996.80957,120800,4034.15991,2413110000,101.804,1.3813,1842.97998,3736440000
520,519.01001,53691400,1.6794,14417.67969,143600,4086.22998,1863110000,102.28,1.3813,1862.31006,3155080000
525.33997,524.94,71083600,1.6794,14417.53027,127900,4095.52002,1954720000,102.45,1.3814,1864.84998,3341430000
528.31006,531.17004,45637200,1.679,14516.26953,78200,4121.5498,1544440000,102.379,1.3818,1871.89001,2642500000
529.06,531.69995,50640800,1.6799,14512.37988,95300,4161.45996,1875930000,102.602,1.3793,1879.55005,3215440000
568.21002,524.75,98735000,1.6823,14388.76953,99300,4126.97021,1794760000,102.61,1.3804,1875.39001,3085720000
564.52997,567.77002,189977900,1.6778,14546.26953,103200,4148.33984,2130870000,102.44,1.3816,1878.60999,3191830000
572.79999,571.94,97568800,1.6801,14404.99023,106300,4075.56006,2087140000,102.311,1.3827,1863.40002,3213020000
593.73999,594.09003,167371400,1.6797,14429.25977,115000,4074.3999,2348320000,102.165,1.3832,1869.43005,4034680000
592.64001,592.32996,84344400,1.6806,14288.23047,97400,4103.54004,1911240000,102.54,1.3848,1878.32996,3647820000
592,590.08997,114160200,1.6829,14288.23047,0,4114.56006,2151400000,102.566,1.3811,1883.94995,3779230000
