Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,4925.91016,4940.87012,4899.31006,4900.87988,1837660000,4900.87988
2015-03-30,4921.77979,4948.45996,4921.12012,4947.43994,1778520000,4947.43994
2015-03-27,4863.74023,4899.25977,4859.66016,4891.22021,1678650000,4891.22021
2015-03-26,4835.70996,4889.20996,4825.93018,4863.35986,2004960000,4863.35986
2015-03-25,5002.83008,5006.75977,4876.52002,4876.52002,2219520000,4876.52002
2015-03-24,5010.1001,5032.47998,4994.56006,4994.72998,1611670000,4994.72998
2015-03-23,5020.6001,5031.39014,5010.97021,5010.97021,1608880000,5010.97021
2015-03-20,5033.47021,5042.14014,5020.06982,5026.41992,2825670000,5026.41992
2015-03-19,4982.02002,5000.02002,4979.93994,4992.37988,1674970000,4992.37988
2015-03-18,4926.83008,5001.56982,4907.72021,4982.83008,1983570000,4982.83008
2015-03-17,4912.6499,4944.91016,4907.02002,4937.43018,1724370000,4937.43018
2015-03-16,4897.27002,4929.93994,4889.08984,4929.50977,1713480000,4929.50977
2015-03-13,4885.54004,4904.47021,4842.7998,4871.75977,1851410000,4871.75977
2015-03-12,4853.97998,4895.7998,4853.2002,4893.29004,1855110000,4893.29004
2015-03-11,4866.93994,4876.08984,4846.79004,4849.93994,1846020000,4849.93994
2015-03-10,4899.50977,4903.43994,4859.79004,4859.79004,1876010000,4859.79004
2015-03-09,4936.08008,4950.47021,4920.81982,4942.43994,1696510000,4942.43994
2015-03-06,4967.24023,4982.93018,4918.62988,4927.37012,1918220000,4927.37012
2015-03-05,4979.9502,4993.52002,4963.1001,4982.81006,1724200000,4982.81006
2015-03-04,4961.24023,4973.31982,4938.8999,4967.14014,1824830000,4967.14014
2015-03-03,4990.7002,4996.66016,4956.06982,4979.8999,2018900000,4979.8999
2015-03-02,4973.43018,5008.56982,4972.00977,5008.1001,1931110000,5008.1001
2015-02-27,4985.02979,4989.25,4960.87012,4963.52979,1955590000,4963.52979
2015-02-26,4969.27002,4989.10986,4955.50977,4987.89014,1905550000,4987.89014
2015-02-25,4960.35986,4984.24023,4956.00,4967.14014,1848560000,4967.14014
2015-02-24,4956.20996,4971.18018,4945.14014,4968.12012,1834890000,4968.12012
2015-02-23,4953.1001,4960.97021,4939.56006,4960.97021,1754850000,4960.97021
2015-02-20,4919.77979,4957.02002,4905.58984,4955.97021,1761140000,4955.97021
2015-02-19,4901.50977,4929.52979,4900.62988,4924.7002,1592890000,4924.7002
2015-02-18,4890.83984,4907.50,4885.6001,4906.35986,1684800000,4906.35986
2015-02-17,4889.99023,4901.89014,4880.64014,4899.27002,1751490000,4899.27002
2015-02-13,4869.72998,4893.83984,4860.12012,4893.83984,1942240000,4893.83984
2015-02-12,4828.08008,4857.60986,4823.56982,4857.60986,2075470000,4857.60986
2015-02-11,4788.37012,4810.35986,4780.12988,4801.18018,1793630000,4801.18018
2015-02-10,4754.62988,4793.27002,4737.12012,4787.64014,1773730000,4787.64014
